@RELATION FEATURE_COSTS_MIPVerifySDP_cleanARPsamplefeatureset

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE trivialFeatures NUMERIC
@ATTRIBUTE LPbasedFeatures NUMERIC
@ATTRIBUTE NonContinuousFeatures NUMERIC
@ATTRIBUTE ContinuousFeatures NUMERIC
@ATTRIBUTE allVariablesFeatures NUMERIC
@ATTRIBUTE ProbingFeatures NUMERIC

@DATA
mip9834, 1, 0, 3.06667, 0.0, 0.183333, 0.183333, 23.5
mip4376, 1, 0, 2.0, 0.0166667, 0.2, 0.2, 24.6167
mip538, 1, 0, 1.3, 0.0, 0.183333, 0.183333, 23.2167
mip5245, 1, 0, 3.18333, 0.0, 0.183333, 0.166667, 29.1667
mip2558, 1, 0, 1.76667, 0.0166667, 0.166667, 0.166667, 26.0667
mip2701, 1, 0, 2.08333, 0.0, 0.2, 0.2, 23.5667
mip7428, 1, 0, 1.93333, 0.0, 0.166667, 0.183333, 23.6667
mip1907, 1, 0, 1.8, 0.0, 0.2, 0.183333, 24.6167
mip3196, 1, 0, 1.71667, 0.0166667, 0.15, 0.15, 25.2833
mip2315, 1, 0, 1.36667, 0.0166667, 0.183333, 0.166667, 24.1667
mip9688, 1, 0, 1.83333, 0.0, 0.183333, 0.183333, 22.8167
mip2165, 1, 0, 1.91667, 0.0166667, 0.2, 0.2, 25.8333
mip5253, 1, 0, 1.28333, 0.0, 0.2, 0.183333, 24.4833
mip1581, 1, 0, 1.28333, 0.0166667, 0.2, 0.183333, 24.5333
mip7965, 1, 0, 1.78333, 0.0, 0.183333, 0.166667, 24.8833
mip1188, 1, 0, 3.45, 0.0166667, 0.183333, 0.183333, 25.5
mip5092, 1, 0, 1.16667, 0.0166667, 0.183333, 0.166667, 25.0833
mip8177, 1, 0, 2.0, 0.0166667, 0.183333, 0.183333, 23.4
mip6970, 1, 0, 1.21667, 0.0166667, 0.166667, 0.166667, 23.5833
mip4859, 1, 0, 1.75, 0.0, 0.2, 0.2, 31.35
mip3876, 1, 0, 1.78333, 0.0, 0.2, 0.183333, 26.6333
mip4514, 1, 0, 2.11667, 0.0, 0.183333, 0.183333, 24.1333
mip6134, 1, 0, 1.96667, 0.0, 0.2, 0.166667, 30.6833
mip2291, 1, 0, 1.63333, 0.0, 0.2, 0.2, 24.65
mip6721, 1, 0, 1.23333, 0.0166667, 0.183333, 0.166667, 22.95
mip9184, 1, 0, 3.23333, 0.0, 0.183333, 0.166667, 31.1
mip3971, 1, 0, 3.03333, 0.0, 0.166667, 0.166667, 23.1333
mip937, 1, 0, 1.9, 0.0, 0.166667, 0.166667, 26.4333
mip1287, 1, 0, 2.21667, 0.0, 0.2, 0.183333, 23.2333
mip1798, 1, 0, 1.9, 0.0166667, 0.183333, 0.2, 25.7833
mip5730, 1, 0, 3.31667, 0.0166667, 0.183333, 0.183333, 24.1667
mip2863, 1, 0, 3.33333, 0.0, 0.2, 0.2, 26.35
mip6710, 1, 0, 1.81667, 0.0, 0.183333, 0.183333, 24.0
mip1807, 1, 0, 2.06667, 0.0, 0.233333, 0.2, 25.2333
mip9756, 1, 0, 1.96667, 0.0, 0.183333, 0.183333, 22.45
mip3282, 1, 0, 1.43333, 0.0, 0.2, 0.2, 21.8667
mip241, 1, 0, 1.78333, 0.0, 0.2, 0.183333, 30.5
mip2021, 1, 0, 2.46667, 0.0166667, 0.2, 0.2, 23.3667
mip5662, 1, 0, 1.13333, 0.0, 0.183333, 0.183333, 23.0667
mip3646, 1, 0, 1.95, 0.0, 0.183333, 0.183333, 24.85
mip7803, 1, 0, 1.16667, 0.0, 0.166667, 0.15, 26.2167
mip1398, 1, 0, 2.0, 0.0, 0.2, 0.183333, 28.5167
mip7986, 1, 0, 2.0, 0.0166667, 0.183333, 0.183333, 25.2
mip8281, 1, 0, 2.0, 0.0166667, 0.183333, 0.2, 22.3167
mip8529, 1, 0, 2.3, 0.0, 0.166667, 0.166667, 25.5667
mip1558, 1, 0, 1.73333, 0.0, 0.166667, 0.183333, 25.75
mip2993, 1, 0, 1.46667, 0.0166667, 0.183333, 0.166667, 27.1833
mip6234, 1, 0, 1.31667, 0.0166667, 0.183333, 0.183333, 26.6333
mip730, 1, 0, 1.78333, 0.0, 0.183333, 0.166667, 24.5
mip8721, 1, 0, 1.93333, 0.0166667, 0.183333, 0.183333, 23.2833
mip4646, 1, 0, 2.01667, 0.0, 0.166667, 0.166667, 23.4333
mip9062, 1, 0, 1.25, 0.0, 0.183333, 0.166667, 22.6667
mip3134, 1, 0, 1.9, 0.0166667, 0.183333, 0.183333, 23.45
mip5599, 1, 0, 3.18333, 0.0166667, 0.183333, 0.183333, 24.7
mip6081, 1, 0, 1.85, 0.0166667, 0.15, 0.15, 36.1833
mip7568, 1, 0, 1.18333, 0.0, 0.183333, 0.183333, 22.25
mip1190, 1, 0, 1.41667, 0.0, 0.2, 0.2, 30.0667
mip4089, 1, 0, 1.76667, 0.0, 0.166667, 0.166667, 21.7167
mip5219, 1, 0, 3.35, 0.0, 0.2, 0.183333, 28.7667
mip3926, 1, 0, 1.21667, 0.0, 0.183333, 0.166667, 23.6167
mip9949, 1, 0, 2.41667, 0.0166667, 0.216667, 0.183333, 25.65
mip6070, 1, 0, 1.93333, 0.0166667, 0.2, 0.183333, 22.3667
mip1451, 1, 0, 3.03333, 0.0, 0.183333, 0.166667, 29.5333
mip4790, 1, 0, 1.78333, 0.0, 0.166667, 0.166667, 22.6333
mip8277, 1, 0, 1.76667, 0.0, 0.183333, 0.166667, 22.55
mip7273, 1, 0, 3.26667, 0.0166667, 0.183333, 0.183333, 22.5167
mip2192, 1, 0, 1.13333, 0.0, 0.166667, 0.166667, 24.6667
mip5691, 1, 0, 1.71667, 0.0, 0.2, 0.183333, 31.0333
mip5216, 1, 0, 1.8, 0.0166667, 0.183333, 0.183333, 27.4667
mip7440, 1, 0, 1.86667, 0.0, 0.183333, 0.2, 25.4333
mip5989, 1, 0, 2.01667, 0.0, 0.233333, 0.2, 24.4167
mip9698, 1, 0, 2.35, 0.0166667, 0.2, 0.2, 26.15
mip1977, 1, 0, 3.06667, 0.0166667, 0.183333, 0.183333, 24.0167
mip6892, 1, 0, 3.26667, 0.0, 0.2, 0.2, 24.05
mip5297, 1, 0, 1.55, 0.0, 0.15, 0.15, 24.75
mip3093, 1, 0, 1.23333, 0.0166667, 0.166667, 0.166667, 23.4167
mip3653, 1, 0, 1.23333, 0.0, 0.2, 0.2, 21.7667
mip2803, 1, 0, 1.78333, 0.0166667, 0.133333, 0.15, 25.5667
mip6541, 1, 0, 1.35, 0.0166667, 0.2, 0.2, 28.6833
mip7467, 1, 0, 1.78333, 0.0166667, 0.166667, 0.166667, 28.2167
mip4598, 1, 0, 3.41667, 0.0166667, 0.216667, 0.2, 23.0833
mip9970, 1, 0, 1.85, 0.0166667, 0.2, 0.183333, 25.25
mip1653, 1, 0, 1.78333, 0.0166667, 0.183333, 0.183333, 23.9667
mip274, 1, 0, 1.88333, 0.0, 0.2, 0.183333, 23.6667
mip4059, 1, 0, 2.28333, 0.0, 0.2, 0.2, 25.4
mip5448, 1, 0, 2.98333, 0.0166667, 0.183333, 0.183333, 23.4167
mip3351, 1, 0, 2.03333, 0.0166667, 0.183333, 0.183333, 24.35
mip5646, 1, 0, 1.81667, 0.0, 0.2, 0.2, 23.35
mip3242, 1, 0, 1.81667, 0.0, 0.183333, 0.183333, 26.8333
mip8536, 1, 0, 1.85, 0.0, 0.166667, 0.15, 23.6833
mip6074, 1, 0, 1.25, 0.0166667, 0.166667, 0.166667, 30.5167
mip8535, 1, 0, 1.7, 0.0, 0.166667, 0.166667, 25.3167
mip3893, 1, 0, 2.11667, 0.0, 0.183333, 0.183333, 26.5167
mip7812, 1, 0, 1.26667, 0.0166667, 0.166667, 0.166667, 25.9
mip1069, 1, 0, 2.4, 0.0, 0.216667, 0.2, 22.95
mip936, 1, 0, 3.33333, 0.0, 0.183333, 0.183333, 24.5333
mip5018, 1, 0, 1.8, 0.0, 0.166667, 0.166667, 22.9167
mip515, 1, 0, 1.66667, 0.0, 0.166667, 0.15, 25.2333
mip4837, 1, 0, 1.95, 0.0, 0.2, 0.2, 23.5667
mip4679, 1, 0, 3.51667, 0.0166667, 0.216667, 0.2, 23.6
mip7103, 1, 0, 2.08333, 0.0, 0.183333, 0.183333, 22.8667
mip4874, 1, 0, 1.76667, 0.0, 0.2, 0.183333, 24.3333
mip5902, 1, 0, 3.35, 0.0, 0.183333, 0.2, 25.05
mip2148, 1, 0, 1.21667, 0.0, 0.183333, 0.183333, 23.1
mip1355, 1, 0, 2.23333, 0.0166667, 0.183333, 0.183333, 25.2167
mip2853, 1, 0, 3.21667, 0.0, 0.2, 0.183333, 23.7
mip6812, 1, 0, 2.1, 0.0166667, 0.2, 0.2, 22.1333
mip892, 1, 0, 1.48333, 0.0, 0.183333, 0.166667, 28.75
mip2135, 1, 0, 3.81667, 0.0166667, 0.216667, 0.216667, 23.1167
mip5450, 1, 0, 1.93333, 0.0166667, 0.216667, 0.183333, 23.1833
mip8311, 1, 0, 1.46667, 0.0, 0.166667, 0.183333, 22.85
mip2816, 1, 0, 1.91667, 0.0166667, 0.183333, 0.183333, 23.4833
mip2243, 1, 0, 1.61667, 0.0, 0.2, 0.15, 22.7667
mip6530, 1, 0, 1.96667, 0.0, 0.183333, 0.183333, 23.2333
mip9776, 1, 0, 2.3, 0.0, 0.166667, 0.183333, 23.3667
mip7188, 1, 0, 2.08333, 0.0166667, 0.2, 0.2, 22.85
mip1330, 1, 0, 1.35, 0.0166667, 0.2, 0.2, 29.5667
mip9850, 1, 0, 3.01667, 0.0, 0.183333, 0.183333, 22.95
mip5314, 1, 0, 1.86667, 0.0, 0.183333, 0.183333, 24.3667
mip1314, 1, 0, 2.05, 0.0166667, 0.2, 0.2, 23.8
mip2589, 1, 0, 1.93333, 0.0, 0.2, 0.183333, 24.7333
mip5620, 1, 0, 1.83333, 0.0, 0.183333, 0.166667, 25.0167
mip8413, 1, 0, 2.11667, 0.0166667, 0.2, 0.183333, 23.3167
mip9085, 1, 0, 1.88333, 0.0166667, 0.166667, 0.183333, 25.2833
mip3104, 1, 0, 2.0, 0.0, 0.216667, 0.2, 23.9667
mip9466, 1, 0, 1.83333, 0.0, 0.2, 0.166667, 26.1333
mip402, 1, 0, 2.18333, 0.0166667, 0.216667, 0.2, 25.2333
mip799, 1, 0, 1.21667, 0.0, 0.183333, 0.183333, 25.55
mip9966, 1, 0, 2.2, 0.0166667, 0.2, 0.2, 23.1333
mip8982, 1, 0, 2.1, 0.0166667, 0.2, 0.183333, 23.1667
mip9616, 1, 0, 1.83333, 0.0, 0.166667, 0.166667, 22.15
mip667, 1, 0, 1.98333, 0.0, 0.216667, 0.183333, 28.2167
mip2374, 1, 0, 1.9, 0.0, 0.2, 0.2, 23.35
mip9760, 1, 0, 2.51667, 0.0166667, 0.2, 0.2, 24.9333
mip3956, 1, 0, 3.06667, 0.0, 0.2, 0.183333, 24.9667
mip2319, 1, 0, 1.83333, 0.0, 0.166667, 0.166667, 22.9833
mip2072, 1, 0, 1.75, 0.0, 0.2, 0.2, 24.65
mip3234, 1, 0, 1.26667, 0.0166667, 0.183333, 0.183333, 23.7833
mip596, 1, 0, 3.05, 0.0, 0.183333, 0.183333, 25.5167
mip6822, 1, 0, 2.46667, 0.0, 0.216667, 0.183333, 24.7833
mip5344, 1, 0, 1.73333, 0.0, 0.166667, 0.166667, 27.45
mip1345, 1, 0, 1.71667, 0.0, 0.183333, 0.183333, 24.0667
mip8632, 1, 0, 2.2, 0.0166667, 0.216667, 0.2, 23.3167
mip2247, 1, 0, 1.88333, 0.0, 0.183333, 0.183333, 22.4333
mip9572, 1, 0, 3.21667, 0.0, 0.183333, 0.183333, 23.75
mip2215, 1, 0, 1.83333, 0.0, 0.166667, 0.166667, 23.25
mip6000, 1, 0, 2.26667, 0.0166667, 0.216667, 0.216667, 24.1833
mip6058, 1, 0, 1.71667, 0.0, 0.166667, 0.166667, 24.8167
mip7191, 1, 0, 2.06667, 0.0166667, 0.2, 0.2, 27.3667
mip7456, 1, 0, 1.76667, 0.0166667, 0.183333, 0.183333, 23.25
mip6303, 1, 0, 1.95, 0.0, 0.183333, 0.183333, 30.4667
mip2363, 1, 0, 1.31667, 0.0166667, 0.183333, 0.166667, 23.45
mip3453, 1, 0, 1.26667, 0.0166667, 0.183333, 0.183333, 24.8167
mip8098, 1, 0, 2.81667, 0.0, 0.15, 0.15, 23.05
mip1763, 1, 0, 1.75, 0.0166667, 0.183333, 0.166667, 25.7167
mip7462, 1, 0, 1.33333, 0.0, 0.183333, 0.166667, 22.3667
mip9331, 1, 0, 2.26667, 0.0166667, 0.2, 0.2, 23.3333
mip2907, 1, 0, 1.9, 0.0166667, 0.166667, 0.183333, 22.8
mip7170, 1, 0, 1.93333, 0.0, 0.2, 0.166667, 22.9833
mip8355, 1, 0, 2.0, 0.0166667, 0.166667, 0.166667, 23.15
mip8597, 1, 0, 2.35, 0.0, 0.2, 0.183333, 26.4333
mip3420, 1, 0, 3.53333, 0.0166667, 0.216667, 0.2, 23.6333
mip7279, 1, 0, 1.53333, 0.0, 0.2, 0.183333, 23.5667
mip9284, 1, 0, 3.6, 0.0, 0.216667, 0.183333, 23.0667
mip4264, 1, 0, 3.83333, 0.0, 0.233333, 0.2, 22.8667
mip4184, 1, 0, 1.91667, 0.0166667, 0.2, 0.183333, 22.0
mip9008, 1, 0, 2.11667, 0.0, 0.166667, 0.183333, 30.05
mip2534, 1, 0, 2.01667, 0.0166667, 0.2, 0.2, 27.8
mip5805, 1, 0, 2.55, 0.0166667, 0.2, 0.183333, 25.1333
mip2303, 1, 0, 1.91667, 0.0166667, 0.2, 0.183333, 28.0667
mip5979, 1, 0, 3.28333, 0.0, 0.2, 0.2, 22.8667
mip1780, 1, 0, 2.03333, 0.0166667, 0.183333, 0.183333, 23.7
mip7237, 1, 0, 2.03333, 0.0166667, 0.183333, 0.183333, 25.8667
mip9143, 1, 0, 1.25, 0.0166667, 0.183333, 0.183333, 22.9833
mip503, 1, 0, 3.26667, 0.0166667, 0.183333, 0.183333, 35.95
mip8094, 1, 0, 1.76667, 0.0, 0.183333, 0.166667, 22.6167
mip9169, 1, 0, 1.25, 0.0, 0.183333, 0.166667, 24.9333
mip9951, 1, 0, 1.3, 0.0, 0.2, 0.183333, 22.1167
mip294, 1, 0, 1.83333, 0.0, 0.183333, 0.166667, 24.7167
mip6304, 1, 0, 1.86667, 0.0166667, 0.183333, 0.183333, 24.7167
mip903, 1, 0, 1.98333, 0.0, 0.183333, 0.2, 23.4
mip5376, 1, 0, 1.5, 0.0, 0.216667, 0.183333, 24.6667
mip2203, 1, 0, 1.91667, 0.0, 0.183333, 0.183333, 24.9833
mip8983, 1, 0, 2.01667, 0.0166667, 0.2, 0.2, 24.25
mip6886, 1, 0, 1.13333, 0.0, 0.15, 0.133333, 25.8
mip5441, 1, 0, 2.2, 0.0, 0.183333, 0.2, 22.95
mip6841, 1, 0, 2.01667, 0.0, 0.183333, 0.183333, 24.05
mip4417, 1, 0, 2.38333, 0.0166667, 0.216667, 0.2, 25.7833
mip5663, 1, 0, 2.0, 0.0, 0.2, 0.183333, 26.8167
mip7184, 1, 0, 1.38333, 0.0166667, 0.2, 0.2, 28.0833
mip4423, 1, 0, 1.91667, 0.0166667, 0.183333, 0.183333, 24.1333
mip7454, 1, 0, 1.28333, 0.0, 0.2, 0.183333, 26.0167
mip1147, 1, 0, 2.13333, 0.0, 0.2, 0.2, 25.3
mip5057, 1, 0, 3.55, 0.0, 0.2, 0.183333, 22.7167
mip850, 1, 0, 2.16667, 0.0166667, 0.183333, 0.183333, 24.8667
mip5613, 1, 0, 1.23333, 0.0, 0.166667, 0.183333, 29.1
mip8438, 1, 0, 3.45, 0.0, 0.2, 0.2, 24.0333
mip9052, 1, 0, 1.0, 0.0, 0.133333, 0.133333, 27.5
mip2782, 1, 0, 3.23333, 0.0, 0.2, 0.183333, 22.4833
mip6977, 1, 0, 1.3, 0.0, 0.183333, 0.183333, 24.2167
mip6723, 1, 0, 2.0, 0.0, 0.183333, 0.183333, 22.25
mip2745, 1, 0, 2.06667, 0.0, 0.2, 0.2, 25.0833
mip3060, 1, 0, 1.96667, 0.0, 0.2, 0.2, 25.7833
mip5316, 1, 0, 1.93333, 0.0166667, 0.183333, 0.183333, 25.1
mip1637, 1, 0, 1.96667, 0.0, 0.2, 0.183333, 25.9167
mip9592, 1, 0, 1.23333, 0.0, 0.166667, 0.183333, 23.4833
mip5707, 1, 0, 3.36667, 0.0, 0.2, 0.183333, 25.5
mip356, 1, 0, 2.03333, 0.0166667, 0.2, 0.183333, 23.6667
mip8656, 1, 0, 2.01667, 0.0, 0.2, 0.183333, 35.0833
mip4891, 1, 0, 2.28333, 0.0, 0.166667, 0.166667, 23.05
mip864, 1, 0, 2.01667, 0.0166667, 0.183333, 0.183333, 25.7167
mip203, 1, 0, 1.3, 0.0166667, 0.183333, 0.183333, 25.05
mip1341, 1, 0, 3.11667, 0.0, 0.183333, 0.183333, 24.7833
mip4046, 1, 0, 2.13333, 0.0166667, 0.183333, 0.183333, 23.8167
mip9843, 1, 0, 3.21667, 0.0166667, 0.183333, 0.183333, 23.4833
mip1521, 1, 0, 2.1, 0.0166667, 0.183333, 0.183333, 24.45
mip2320, 1, 0, 1.73333, 0.0166667, 0.183333, 0.15, 26.95
mip3826, 1, 0, 1.8, 0.0166667, 0.2, 0.183333, 23.85
mip822, 1, 0, 1.95, 0.0, 0.166667, 0.166667, 28.4167
mip4143, 1, 0, 1.95, 0.0166667, 0.183333, 0.183333, 25.7333
mip3176, 1, 0, 1.36667, 0.0166667, 0.2, 0.183333, 23.25
mip155, 1, 0, 2.15, 0.0, 0.216667, 0.216667, 27.3333
mip4954, 1, 0, 1.25, 0.0, 0.2, 0.183333, 23.4
mip5000, 1, 0, 1.68333, 0.0, 0.15, 0.15, 24.8333
mip1808, 1, 0, 1.88333, 0.0166667, 0.166667, 0.183333, 30.35
mip784, 1, 0, 1.46667, 0.0, 0.2, 0.2, 22.4167
mip1146, 1, 0, 3.28333, 0.0166667, 0.183333, 0.166667, 26.4167
mip6012, 1, 0, 1.73333, 0.0, 0.166667, 0.15, 27.0167
mip1491, 1, 0, 1.68333, 0.0, 0.2, 0.166667, 26.3167
mip4416, 1, 0, 1.25, 0.0, 0.166667, 0.15, 24.7833
mip1539, 1, 0, 2.08333, 0.0, 0.183333, 0.183333, 27.6833
mip7210, 1, 0, 1.66667, 0.0166667, 0.183333, 0.166667, 23.05
mip5097, 1, 0, 1.8, 0.0, 0.183333, 0.183333, 23.1333
mip1674, 1, 0, 1.35, 0.0, 0.2, 0.2, 24.45
mip5871, 1, 0, 1.91667, 0.0, 0.183333, 0.166667, 24.9
mip1004, 1, 0, 2.95, 0.0166667, 0.15, 0.15, 24.6167
mip1021, 1, 0, 2.06667, 0.0166667, 0.2, 0.183333, 23.1667
mip1669, 1, 0, 1.41667, 0.0166667, 0.2, 0.183333, 24.9667
mip3067, 1, 0, 2.2, 0.0166667, 0.2, 0.2, 22.7167
mip1626, 1, 0, 1.26667, 0.0166667, 0.183333, 0.183333, 23.2167
mip8820, 1, 0, 1.7, 0.0, 0.183333, 0.166667, 24.5167
mip5459, 1, 0, 3.2, 0.0166667, 0.183333, 0.166667, 23.4833
mip3645, 1, 0, 3.48333, 0.0166667, 0.2, 0.2, 25.8833
mip5359, 1, 0, 1.88333, 0.0, 0.2, 0.183333, 24.8
mip8315, 1, 0, 3.05, 0.0, 0.166667, 0.166667, 24.45
mip4729, 1, 0, 1.9, 0.0, 0.2, 0.183333, 27.6833
mip2640, 1, 0, 2.28333, 0.0, 0.2, 0.2, 30.6833
mip2399, 1, 0, 1.16667, 0.0, 0.2, 0.166667, 24.0833
mip1422, 1, 0, 2.18333, 0.0, 0.2, 0.2, 24.0167
mip6432, 1, 0, 1.53333, 0.0, 0.166667, 0.15, 26.6333
mip2994, 1, 0, 1.61667, 0.0166667, 0.183333, 0.183333, 24.3167
mip857, 1, 0, 2.31667, 0.0, 0.216667, 0.2, 24.9333
mip7175, 1, 0, 1.26667, 0.0166667, 0.166667, 0.183333, 24.2333
mip9392, 1, 0, 3.18333, 0.0166667, 0.2, 0.183333, 27.4167
mip3496, 1, 0, 1.8, 0.0, 0.2, 0.2, 24.5667
mip1713, 1, 0, 3.25, 0.0166667, 0.183333, 0.183333, 23.6333
mip8868, 1, 0, 1.76667, 0.0, 0.166667, 0.166667, 22.2833
mip5221, 1, 0, 2.61667, 0.0, 0.216667, 0.2, 23.6833
mip3670, 1, 0, 1.41667, 0.0166667, 0.2, 0.2, 24.1667
mip3155, 1, 0, 1.91667, 0.0166667, 0.2, 0.183333, 24.4
mip8121, 1, 0, 2.16667, 0.0166667, 0.183333, 0.183333, 24.1
mip5803, 1, 0, 2.2, 0.0, 0.2, 0.183333, 26.8167
mip1128, 1, 0, 1.95, 0.0, 0.183333, 0.183333, 24.7333
mip7880, 1, 0, 2.06667, 0.0, 0.183333, 0.183333, 26.9
mip3028, 1, 0, 1.45, 0.0, 0.183333, 0.2, 25.35
mip2947, 1, 0, 1.68333, 0.0, 0.183333, 0.166667, 25.1
mip7172, 1, 0, 1.3, 0.0166667, 0.166667, 0.166667, 27.85
mip2415, 1, 0, 2.06667, 0.0, 0.183333, 0.183333, 23.7167
mip4217, 1, 0, 1.4, 0.0, 0.216667, 0.2, 23.0333
mip4571, 1, 0, 1.95, 0.0166667, 0.183333, 0.183333, 23.85
mip7738, 1, 0, 2.21667, 0.0, 0.183333, 0.166667, 25.9333
mip9922, 1, 0, 2.08333, 0.0166667, 0.166667, 0.166667, 23.55
mip300, 1, 0, 1.9, 0.0166667, 0.183333, 0.183333, 23.6667
mip2414, 1, 0, 1.76667, 0.0, 0.166667, 0.183333, 23.15
mip6136, 1, 0, 1.13333, 0.0166667, 0.166667, 0.166667, 23.6667
mip3929, 1, 0, 2.03333, 0.0166667, 0.183333, 0.183333, 21.55
mip9938, 1, 0, 2.13333, 0.0, 0.183333, 0.183333, 24.4167
mip6753, 1, 0, 1.73333, 0.0166667, 0.15, 0.15, 23.75
mip5258, 1, 0, 1.88333, 0.0, 0.166667, 0.183333, 23.6167
mip9845, 1, 0, 1.83333, 0.0, 0.2, 0.183333, 23.45
mip8616, 1, 0, 3.13333, 0.0166667, 0.2, 0.166667, 33.45
mip5012, 1, 0, 2.2, 0.0, 0.183333, 0.183333, 23.6333
mip9660, 1, 0, 2.98333, 0.0166667, 0.183333, 0.183333, 27.2833
mip4688, 1, 0, 1.31667, 0.0, 0.216667, 0.2, 22.2667
mip8591, 1, 0, 2.01667, 0.0166667, 0.183333, 0.183333, 22.5167
mip7392, 1, 0, 1.85, 0.0, 0.183333, 0.183333, 22.5667
mip2160, 1, 0, 2.13333, 0.0166667, 0.216667, 0.2, 22.9
mip9508, 1, 0, 1.61667, 0.0, 0.183333, 0.166667, 24.3167
mip3531, 1, 0, 1.33333, 0.0, 0.166667, 0.183333, 25.6333
mip3148, 1, 0, 1.73333, 0.0, 0.183333, 0.183333, 24.7833
mip2421, 1, 0, 2.2, 0.0166667, 0.183333, 0.183333, 26.4833
mip6731, 1, 0, 1.96667, 0.0, 0.183333, 0.183333, 21.9833
mip1332, 1, 0, 1.35, 0.0, 0.183333, 0.166667, 22.9333
mip1359, 1, 0, 1.33333, 0.0, 0.183333, 0.2, 24.3
mip4497, 1, 0, 3.41667, 0.0166667, 0.2, 0.2, 25.6333
mip4644, 1, 0, 1.26667, 0.0, 0.183333, 0.183333, 26.8667
mip2292, 1, 0, 2.21667, 0.0, 0.183333, 0.166667, 27.3333
mip68, 1, 0, 1.9, 0.0, 0.2, 0.183333, 21.8667
mip490, 1, 0, 3.35, 0.0, 0.216667, 0.2, 22.2833
mip6595, 1, 0, 1.78333, 0.0166667, 0.183333, 0.166667, 21.75
mip9249, 1, 0, 1.81667, 0.0, 0.183333, 0.166667, 24.3667
mip8618, 1, 0, 1.9, 0.0, 0.2, 0.183333, 23.6167
mip5138, 1, 0, 1.9, 0.0, 0.2, 0.183333, 26.6667
mip3548, 1, 0, 1.81667, 0.0166667, 0.166667, 0.183333, 22.7667
mip854, 1, 0, 3.03333, 0.0, 0.183333, 0.183333, 23.0667
mip167, 1, 0, 2.36667, 0.0, 0.2, 0.183333, 24.5
mip5107, 1, 0, 1.83333, 0.0, 0.216667, 0.166667, 21.2833
mip7836, 1, 0, 1.7, 0.0166667, 0.15, 0.15, 26.3833
mip8120, 1, 0, 1.78333, 0.0, 0.183333, 0.183333, 22.7
mip8349, 1, 0, 2.06667, 0.0166667, 0.183333, 0.183333, 23.8167
mip398, 1, 0, 1.46667, 0.0, 0.216667, 0.183333, 25.7667
mip6216, 1, 0, 1.96667, 0.0166667, 0.183333, 0.183333, 26.3167
mip222, 1, 0, 1.96667, 0.0166667, 0.183333, 0.183333, 24.8667
