@RELATION CV_MIPVerifySDP_cleanARPsamplefeatureset

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC


@DATA
mip8982, 1, 7
mip9616, 1, 3
mip667, 1, 3
mip2374, 1, 2
mip9760, 1, 8
mip3956, 1, 8
mip2319, 1, 6
mip2072, 1, 7
mip3234, 1, 9
mip596, 1, 8
mip6822, 1, 1
mip5344, 1, 3
mip1345, 1, 9
mip8632, 1, 10
mip2247, 1, 2
mip9572, 1, 5
mip2215, 1, 2
mip6000, 1, 8
mip6058, 1, 7
mip7191, 1, 9
mip7456, 1, 8
mip6303, 1, 10
mip2363, 1, 5
mip3453, 1, 1
mip8098, 1, 7
mip1763, 1, 3
mip7462, 1, 7
mip9331, 1, 9
mip2907, 1, 9
mip7170, 1, 3
mip8355, 1, 2
mip8597, 1, 4
mip3420, 1, 10
mip7279, 1, 4
mip9284, 1, 8
mip4264, 1, 9
mip4184, 1, 5
mip9008, 1, 3
mip2534, 1, 7
mip5805, 1, 7
mip2303, 1, 3
mip5979, 1, 5
mip1780, 1, 4
mip7237, 1, 8
mip9143, 1, 4
mip503, 1, 3
mip8094, 1, 6
mip9169, 1, 3
mip9951, 1, 5
mip294, 1, 4
mip6304, 1, 2
mip903, 1, 9
mip5376, 1, 10
mip2203, 1, 5
mip8983, 1, 8
mip6886, 1, 8
mip5441, 1, 6
mip6841, 1, 5
mip4417, 1, 3
mip5663, 1, 10
mip7184, 1, 5
mip4423, 1, 10
mip7454, 1, 7
mip1147, 1, 9
mip5057, 1, 8
mip850, 1, 5
mip5613, 1, 7
mip8438, 1, 3
mip9052, 1, 7
mip2782, 1, 3
mip6977, 1, 7
mip6723, 1, 2
mip2745, 1, 5
mip3060, 1, 1
mip5316, 1, 1
mip1637, 1, 6
mip9592, 1, 3
mip5707, 1, 5
mip356, 1, 3
mip8656, 1, 2
mip4891, 1, 6
mip864, 1, 9
mip203, 1, 4
mip1341, 1, 9
mip4046, 1, 9
mip9843, 1, 4
mip1521, 1, 3
mip2320, 1, 9
mip3826, 1, 2
mip822, 1, 1
mip4143, 1, 5
mip3176, 1, 9
mip155, 1, 6
mip4954, 1, 4
mip5000, 1, 2
mip1808, 1, 9
mip784, 1, 4
mip1146, 1, 5
mip6012, 1, 10
mip1491, 1, 9
mip4416, 1, 10
mip1539, 1, 1
mip7210, 1, 3
mip5097, 1, 2
mip1674, 1, 1
mip5871, 1, 1
mip1004, 1, 5
mip1021, 1, 6
mip1669, 1, 6
mip3067, 1, 8
mip1626, 1, 9
mip8820, 1, 9
mip5459, 1, 5
mip3645, 1, 9
mip5359, 1, 8
mip8315, 1, 7
mip4729, 1, 6
mip2640, 1, 10
mip2399, 1, 1
mip1422, 1, 1
mip6432, 1, 6
mip2994, 1, 1
mip857, 1, 2
mip7175, 1, 5
mip9392, 1, 2
mip3496, 1, 9
mip1713, 1, 10
mip8868, 1, 4
mip5221, 1, 2
mip3670, 1, 3
mip3155, 1, 4
mip8121, 1, 1
mip5803, 1, 4
mip1128, 1, 5
mip7880, 1, 4
mip3028, 1, 6
mip2947, 1, 10
mip7172, 1, 1
mip2415, 1, 10
mip4217, 1, 1
mip4571, 1, 3
mip7738, 1, 8
mip9922, 1, 4
mip300, 1, 8
mip2414, 1, 5
mip6136, 1, 1
mip3929, 1, 9
mip9938, 1, 10
mip6753, 1, 6
mip5258, 1, 5
mip9845, 1, 10
mip8616, 1, 2
mip5012, 1, 2
mip9660, 1, 5
mip4688, 1, 2
mip8591, 1, 1
mip7392, 1, 2
mip2160, 1, 3
mip9508, 1, 3
mip3531, 1, 4
mip3148, 1, 10
mip2421, 1, 7
mip6731, 1, 4
mip1332, 1, 7
mip1359, 1, 6
mip4497, 1, 9
mip4644, 1, 6
mip2292, 1, 6
mip68, 1, 4
mip490, 1, 8
mip6595, 1, 7
mip9249, 1, 7
mip8618, 1, 5
mip5138, 1, 7
mip3548, 1, 3
mip854, 1, 6
mip167, 1, 9
mip5107, 1, 5
mip7836, 1, 9
mip8120, 1, 10
mip8349, 1, 5
mip398, 1, 1
mip6216, 1, 7
mip222, 1, 8
mip5521, 1, 6
mip1067, 1, 1
mip251, 1, 1
mip4138, 1, 10
mip7123, 1, 9
mip4858, 1, 1
mip2893, 1, 9
mip6910, 1, 3
mip27, 1, 3
mip3498, 1, 6
mip3642, 1, 8
mip4396, 1, 3
mip187, 1, 10
mip7357, 1, 1
mip5732, 1, 1
mip3943, 1, 9
mip6472, 1, 10
mip5834, 1, 7
mip6293, 1, 9
mip5787, 1, 4
mip107, 1, 10
mip6162, 1, 1
mip426, 1, 2
mip8653, 1, 7
mip7650, 1, 1
mip7953, 1, 3
mip9492, 1, 3
mip7584, 1, 5
mip4912, 1, 5
mip6580, 1, 6
mip7024, 1, 9
mip5548, 1, 6
mip3283, 1, 8
mip9887, 1, 10
mip5970, 1, 2
mip2254, 1, 2
mip3746, 1, 1
mip5672, 1, 3
mip53, 1, 4
mip9659, 1, 4
mip438, 1, 7
mip7804, 1, 5
mip338, 1, 3
mip8808, 1, 1
mip6887, 1, 6
mip1053, 1, 9
mip5328, 1, 9
mip9411, 1, 9
mip22, 1, 1
mip3938, 1, 9
mip4546, 1, 4
mip2735, 1, 6
mip6717, 1, 7
mip2531, 1, 8
mip3790, 1, 4
mip519, 1, 10
mip4506, 1, 3
mip1006, 1, 9
mip20, 1, 6
mip6546, 1, 2
mip3047, 1, 3
mip7979, 1, 3
mip8111, 1, 2
mip1191, 1, 3
mip1292, 1, 10
mip9904, 1, 9
mip1059, 1, 7
mip1716, 1, 1
mip2762, 1, 3
mip1880, 1, 7
mip683, 1, 3
mip2539, 1, 7
mip2581, 1, 5
mip3193, 1, 1
mip1428, 1, 5
mip3140, 1, 8
mip6342, 1, 4
mip1553, 1, 8
mip3906, 1, 5
mip7470, 1, 10
mip2927, 1, 8
mip3012, 1, 7
mip6801, 1, 2
mip1075, 1, 9
mip3694, 1, 3
mip8716, 1, 5
mip7603, 1, 1
mip9352, 1, 8
mip7733, 1, 8
mip1156, 1, 6
mip8292, 1, 1
mip6050, 1, 8
mip8964, 1, 8
mip9013, 1, 2
mip6729, 1, 6
mip2898, 1, 1
mip8214, 1, 3
mip2559, 1, 10
mip725, 1, 1
mip3967, 1, 6
mip2585, 1, 8
mip8886, 1, 1
mip4392, 1, 6
mip2208, 1, 9
mip1455, 1, 2
mip9885, 1, 10
mip5552, 1, 2
mip2068, 1, 9
mip9096, 1, 5
mip992, 1, 9
mip6161, 1, 3
mip3918, 1, 10
mip3554, 1, 1
mip7414, 1, 7
mip949, 1, 1
mip8464, 1, 4
mip1304, 1, 2
mip6141, 1, 1
mip7147, 1, 7
mip5501, 1, 5
mip7910, 1, 9
mip3169, 1, 5
mip4665, 1, 3
mip6779, 1, 7
mip6309, 1, 3
mip5540, 1, 9
mip5849, 1, 4
mip1562, 1, 10
mip3256, 1, 8
mip7426, 1, 3
mip3973, 1, 9
mip3954, 1, 8
mip8072, 1, 3
mip6339, 1, 8
mip5191, 1, 2
mip3173, 1, 8
mip5634, 1, 2
mip6192, 1, 10
mip921, 1, 3
mip3065, 1, 6
mip7107, 1, 1
mip4211, 1, 2
mip8013, 1, 2
mip5144, 1, 4
mip651, 1, 3
mip183, 1, 1
mip1022, 1, 7
mip4830, 1, 6
mip5366, 1, 2
mip9542, 1, 6
mip7212, 1, 6
mip7358, 1, 3
mip1925, 1, 10
mip4849, 1, 2
mip368, 1, 4
mip3702, 1, 10
mip5651, 1, 7
mip4326, 1, 5
mip1811, 1, 10
mip429, 1, 1
mip4955, 1, 5
mip722, 1, 2
mip2035, 1, 10
mip2445, 1, 9
mip5294, 1, 7
mip8064, 1, 2
mip7717, 1, 6
mip8431, 1, 6
mip9687, 1, 4
mip2446, 1, 4
mip5292, 1, 2
mip430, 1, 4
mip284, 1, 9
mip6757, 1, 7
mip4715, 1, 9
mip8945, 1, 5
mip7676, 1, 6
mip3001, 1, 7
mip267, 1, 7
mip8685, 1, 8
mip1640, 1, 6
mip9883, 1, 4
mip4766, 1, 5
mip5153, 1, 2
mip8730, 1, 1
mip9480, 1, 8
mip8828, 1, 9
mip2978, 1, 5
mip3315, 1, 10
mip3511, 1, 3
mip9761, 1, 5
mip665, 1, 1
mip707, 1, 2
mip4493, 1, 2
mip923, 1, 4
mip3799, 1, 6
mip3090, 1, 5
mip8198, 1, 3
mip9401, 1, 6
mip2413, 1, 10
mip6166, 1, 3
mip311, 1, 7
mip1884, 1, 6
mip462, 1, 6
mip3348, 1, 5
mip757, 1, 5
mip8103, 1, 3
mip9509, 1, 10
mip533, 1, 1
mip232, 1, 5
mip8023, 1, 9
mip6421, 1, 4
mip4337, 1, 3
mip4813, 1, 1
mip7623, 1, 1
mip4039, 1, 2
mip9211, 1, 9
mip9791, 1, 5
mip4470, 1, 9
mip3978, 1, 9
mip2118, 1, 1
mip8842, 1, 7
mip3738, 1, 9
mip3238, 1, 6
mip5239, 1, 9
mip9377, 1, 9
mip6486, 1, 3
mip9291, 1, 1
mip140, 1, 1
mip1301, 1, 10
mip8463, 1, 9
mip5156, 1, 1
mip836, 1, 8
mip2240, 1, 2
mip1794, 1, 5
mip3788, 1, 6
mip451, 1, 9
mip7786, 1, 9
mip9122, 1, 9
mip2477, 1, 3
mip8012, 1, 1
mip3364, 1, 4
mip8580, 1, 9
mip9300, 1, 9
mip3265, 1, 3
mip5791, 1, 9
mip3050, 1, 6
mip219, 1, 6
mip1039, 1, 7
mip7255, 1, 9
mip1268, 1, 4
mip3032, 1, 1
mip3780, 1, 9
mip5133, 1, 6
mip8383, 1, 8
mip6444, 1, 1
mip2732, 1, 1
mip9292, 1, 7
mip3421, 1, 4
mip5649, 1, 1
mip5135, 1, 3
mip9244, 1, 5
mip7935, 1, 9
mip7587, 1, 2
mip3182, 1, 7
mip4075, 1, 9
mip2016, 1, 2
mip9219, 1, 3
mip6752, 1, 6
mip6446, 1, 9
mip1296, 1, 4
mip6113, 1, 2
mip293, 1, 9
mip3991, 1, 6
mip1828, 1, 8
mip5741, 1, 8
mip381, 1, 2
mip7096, 1, 1
mip3220, 1, 1
mip8664, 1, 1
mip7800, 1, 9
mip5911, 1, 6
mip7029, 1, 6
mip7333, 1, 1
mip4489, 1, 6
mip643, 1, 6
mip4400, 1, 3
mip1999, 1, 4
mip6296, 1, 4
mip6281, 1, 10
mip4274, 1, 9
mip8203, 1, 7
mip1508, 1, 6
mip1250, 1, 1
mip23, 1, 3
mip2687, 1, 4
mip8736, 1, 9
mip6011, 1, 9
mip5639, 1, 7
mip2323, 1, 4
mip6647, 1, 9
mip6117, 1, 9
mip2587, 1, 6
mip4855, 1, 1
mip3128, 1, 10
mip6488, 1, 3
mip1483, 1, 6
mip4397, 1, 6
mip1666, 1, 6
mip7876, 1, 10
mip178, 1, 3
mip3051, 1, 6
mip7641, 1, 7
mip1978, 1, 3
mip42, 1, 10
mip5131, 1, 4
mip2137, 1, 7
mip3462, 1, 4
mip5870, 1, 10
mip4265, 1, 4
mip261, 1, 3
mip5563, 1, 7
mip2419, 1, 1
mip920, 1, 4
mip5295, 1, 1
mip3940, 1, 8
mip5806, 1, 9
mip2177, 1, 10
mip4970, 1, 4
mip9070, 1, 10
mip1347, 1, 4
mip6981, 1, 5
mip7253, 1, 6
mip215, 1, 5
mip9709, 1, 3
mip40, 1, 6
mip3503, 1, 4
mip230, 1, 4
mip4981, 1, 9
mip2950, 1, 5
mip5237, 1, 8
mip8996, 1, 2
mip1541, 1, 2
mip3, 1, 4
mip8077, 1, 7
mip1436, 1, 3
mip2120, 1, 9
mip4006, 1, 6
mip6989, 1, 6
mip9310, 1, 5
mip728, 1, 5
mip9619, 1, 4
mip6709, 1, 4
mip9750, 1, 10
mip2458, 1, 6
mip3039, 1, 9
mip6637, 1, 9
mip5330, 1, 7
mip8018, 1, 4
mip2707, 1, 4
mip9536, 1, 6
mip9433, 1, 1
mip9064, 1, 5
mip1748, 1, 3
mip2042, 1, 6
mip2988, 1, 4
mip3071, 1, 2
mip9767, 1, 7
mip990, 1, 8
mip2360, 1, 7
mip8271, 1, 3
mip3733, 1, 7
mip4724, 1, 8
mip8312, 1, 3
mip470, 1, 10
mip1867, 1, 9
mip532, 1, 8
mip7239, 1, 4
mip3647, 1, 9
mip1315, 1, 3
mip4311, 1, 5
mip5688, 1, 2
mip6009, 1, 5
mip8876, 1, 7
mip3583, 1, 4
mip3321, 1, 7
mip3949, 1, 4
mip3502, 1, 9
mip9028, 1, 1
mip5336, 1, 4
mip4669, 1, 6
mip2004, 1, 8
mip9351, 1, 10
mip7180, 1, 8
mip2023, 1, 6
mip9957, 1, 8
mip6658, 1, 2
mip6537, 1, 6
mip351, 1, 10
mip8264, 1, 9
mip9773, 1, 8
mip3260, 1, 4
mip9829, 1, 1
mip4972, 1, 6
mip5001, 1, 2
mip988, 1, 4
mip7295, 1, 8
mip995, 1, 8
mip5658, 1, 10
mip4879, 1, 5
mip9238, 1, 6
mip5395, 1, 4
mip5414, 1, 4
mip6965, 1, 5
mip7770, 1, 1
mip85, 1, 7
mip4834, 1, 4
mip5680, 1, 6
mip571, 1, 10
mip3096, 1, 5
mip3865, 1, 2
mip8633, 1, 6
mip3914, 1, 9
mip2146, 1, 2
mip3003, 1, 10
mip9620, 1, 7
mip5665, 1, 10
mip2460, 1, 3
mip9815, 1, 5
mip2417, 1, 6
mip5402, 1, 6
mip1450, 1, 9
mip9230, 1, 6
mip4347, 1, 6
mip8783, 1, 2
mip5534, 1, 9
mip5090, 1, 4
mip5909, 1, 4
mip109, 1, 9
mip790, 1, 10
mip8251, 1, 8
mip6039, 1, 7
mip9428, 1, 9
mip2079, 1, 6
mip9797, 1, 8
mip4578, 1, 4
mip3044, 1, 7
mip8706, 1, 8
mip7243, 1, 2
mip9978, 1, 7
mip1076, 1, 1
mip209, 1, 2
mip6003, 1, 2
mip7653, 1, 10
mip2884, 1, 7
mip7912, 1, 2
mip1833, 1, 9
mip1941, 1, 5
mip2052, 1, 10
mip5971, 1, 1
mip5089, 1, 1
mip2076, 1, 2
mip3192, 1, 3
mip4687, 1, 6
mip5623, 1, 1
mip2211, 1, 3
mip3508, 1, 8
mip4082, 1, 2
mip2227, 1, 1
mip7423, 1, 9
mip3252, 1, 5
mip6052, 1, 10
mip6674, 1, 3
mip7277, 1, 10
mip2638, 1, 8
mip3811, 1, 8
mip6563, 1, 8
mip1431, 1, 10
mip1397, 1, 3
mip5588, 1, 10
mip3460, 1, 5
mip9481, 1, 1
mip640, 1, 5
mip6028, 1, 5
mip4191, 1, 2
mip507, 1, 1
mip8282, 1, 7
mip243, 1, 9
mip6750, 1, 8
mip3159, 1, 1
mip5574, 1, 5
mip9365, 1, 1
mip3413, 1, 3
mip4842, 1, 10
mip8257, 1, 3
mip6685, 1, 1
mip8397, 1, 1
mip8188, 1, 6
mip6831, 1, 2
mip8824, 1, 3
mip5676, 1, 2
mip1406, 1, 1
mip8943, 1, 4
mip6196, 1, 10
mip5360, 1, 2
mip5164, 1, 7
mip5227, 1, 8
mip616, 1, 10
mip2220, 1, 5
mip6493, 1, 9
mip8160, 1, 9
mip2440, 1, 9
mip726, 1, 5
mip3992, 1, 4
mip4711, 1, 2
mip5962, 1, 8
mip3407, 1, 7
mip7422, 1, 7
mip2418, 1, 4
mip6181, 1, 9
mip6429, 1, 9
mip1005, 1, 3
mip1861, 1, 5
mip5868, 1, 4
mip3976, 1, 4
mip340, 1, 2
mip4607, 1, 6
mip7138, 1, 7
mip7321, 1, 5
mip1088, 1, 4
mip7901, 1, 3
mip7739, 1, 3
mip1676, 1, 3
mip2098, 1, 9
mip6481, 1, 2
mip5810, 1, 3
mip2444, 1, 9
mip8305, 1, 1
mip7098, 1, 2
mip4175, 1, 2
mip2522, 1, 2
mip9537, 1, 10
mip8029, 1, 2
mip7374, 1, 4
mip7442, 1, 2
mip6690, 1, 6
mip9376, 1, 1
mip9878, 1, 8
mip1346, 1, 6
mip4946, 1, 9
mip6683, 1, 2
mip1371, 1, 2
mip3300, 1, 1
mip5718, 1, 2
mip7465, 1, 3
mip3229, 1, 7
mip7607, 1, 7
mip2675, 1, 9
mip9911, 1, 3
mip749, 1, 10
mip8573, 1, 3
mip5114, 1, 4
mip5517, 1, 1
mip5816, 1, 1
mip2172, 1, 5
mip1919, 1, 4
mip556, 1, 3
mip4948, 1, 9
mip3200, 1, 5
mip9166, 1, 2
mip8847, 1, 4
mip3444, 1, 3
mip2366, 1, 2
mip4410, 1, 1
mip6588, 1, 6
mip3549, 1, 10
mip4096, 1, 7
mip860, 1, 2
mip9999, 1, 9
mip2552, 1, 2
mip171, 1, 5
mip9901, 1, 7
mip3810, 1, 6
mip7383, 1, 3
mip9683, 1, 2
mip6800, 1, 10
mip3691, 1, 8
mip699, 1, 10
mip8248, 1, 3
mip8009, 1, 2
mip5213, 1, 7
mip6951, 1, 7
mip117, 1, 7
mip2167, 1, 10
mip3718, 1, 2
mip1259, 1, 2
mip1826, 1, 6
mip3474, 1, 2
mip5435, 1, 1
mip4626, 1, 8
mip2974, 1, 5
mip7524, 1, 6
mip9437, 1, 10
mip4667, 1, 3
mip1885, 1, 7
mip6469, 1, 1
mip8293, 1, 10
mip1068, 1, 3
mip9881, 1, 5
mip9560, 1, 4
mip2067, 1, 4
mip1632, 1, 10
mip663, 1, 7
mip1746, 1, 5
mip1830, 1, 5
mip2086, 1, 4
mip7230, 1, 4
mip2737, 1, 6
mip568, 1, 4
mip9242, 1, 2
mip9861, 1, 3
mip956, 1, 3
mip2075, 1, 8
mip420, 1, 9
mip2686, 1, 7
mip9828, 1, 7
mip428, 1, 4
mip8815, 1, 5
mip829, 1, 1
mip2476, 1, 5
mip7393, 1, 4
mip8382, 1, 9
mip1721, 1, 6
mip7494, 1, 1
mip9293, 1, 1
mip2819, 1, 9
mip2213, 1, 6
mip5993, 1, 9
mip506, 1, 9
mip3305, 1, 7
mip5076, 1, 4
mip2914, 1, 10
mip2484, 1, 7
mip9044, 1, 3
mip9732, 1, 10
mip396, 1, 5
mip5513, 1, 2
mip5908, 1, 9
mip9156, 1, 10
mip5411, 1, 2
mip5679, 1, 7
mip2500, 1, 2
mip165, 1, 4
mip3429, 1, 7
mip2917, 1, 10
mip9319, 1, 2
mip182, 1, 8
mip3424, 1, 5
mip6297, 1, 5
mip5, 1, 2
mip6889, 1, 7
mip4293, 1, 4
mip3228, 1, 9
mip3668, 1, 6
mip7142, 1, 7
mip320, 1, 6
mip21, 1, 1
mip13, 1, 5
mip3628, 1, 7
mip7418, 1, 10
mip6418, 1, 9
mip6195, 1, 4
mip3972, 1, 4
mip5119, 1, 8
mip837, 1, 9
mip5832, 1, 5
mip3092, 1, 9
mip2595, 1, 10
mip8950, 1, 8
mip8578, 1, 4
mip6115, 1, 2
mip5163, 1, 10
mip6668, 1, 2
mip6923, 1, 4
mip745, 1, 1
mip6625, 1, 3
mip4575, 1, 9
mip3387, 1, 8
mip8488, 1, 6
mip7516, 1, 6
mip4310, 1, 3
mip5349, 1, 10
mip8440, 1, 2
mip7518, 1, 2
mip7778, 1, 6
mip5972, 1, 2
mip4749, 1, 1
mip1307, 1, 10
mip3841, 1, 3
mip4654, 1, 3
mip3086, 1, 2
mip789, 1, 2
mip1047, 1, 6
mip2661, 1, 10
mip1236, 1, 1
mip8562, 1, 7
mip3632, 1, 8
mip8548, 1, 8
mip7874, 1, 8
mip6925, 1, 10
mip2643, 1, 3
mip8546, 1, 3
mip2182, 1, 9
mip9731, 1, 3
mip2806, 1, 2
mip3615, 1, 6
mip2641, 1, 3
mip73, 1, 6
mip7054, 1, 8
mip3153, 1, 3
mip2768, 1, 1
mip6053, 1, 3
mip9930, 1, 9
mip2644, 1, 1
mip9283, 1, 4
mip3271, 1, 5
mip5519, 1, 7
mip9827, 1, 10
mip7137, 1, 8
mip4745, 1, 2
mip1911, 1, 2
mip3030, 1, 9
mip8893, 1, 3
mip690, 1, 5
mip4476, 1, 5
mip3213, 1, 6
mip8625, 1, 10
mip2720, 1, 2
mip9685, 1, 1
mip3759, 1, 9
mip1848, 1, 4
mip1084, 1, 2
mip680, 1, 4
mip1725, 1, 6
mip2795, 1, 5
mip7904, 1, 8
mip590, 1, 9
mip6233, 1, 6
mip9079, 1, 8
mip3685, 1, 2
mip4764, 1, 9
mip2775, 1, 7
mip9464, 1, 10
mip8741, 1, 4
mip542, 1, 10
mip1717, 1, 5
mip3211, 1, 7
mip6191, 1, 3
mip2645, 1, 6
mip7340, 1, 7
mip4227, 1, 10
mip9195, 1, 3
mip5721, 1, 1
mip3392, 1, 3
mip7206, 1, 3
mip4570, 1, 4
mip3888, 1, 7
mip7181, 1, 1
mip9247, 1, 5
mip2776, 1, 9
mip9054, 1, 8
mip4220, 1, 2
mip4480, 1, 1
mip3390, 1, 9
mip4279, 1, 3
mip9410, 1, 10
mip4268, 1, 6
mip9950, 1, 3
mip3696, 1, 7
mip508, 1, 6
mip2592, 1, 9
mip4156, 1, 10
mip6839, 1, 2
mip6912, 1, 1
mip9568, 1, 6
mip9997, 1, 5
mip4784, 1, 2
mip8927, 1, 2
mip2463, 1, 2
mip9390, 1, 8
mip4664, 1, 10
mip7222, 1, 10
mip3522, 1, 5
mip4843, 1, 5
mip3979, 1, 2
mip8663, 1, 8
mip7658, 1, 1
mip4128, 1, 8
mip4537, 1, 6
mip9985, 1, 9
mip4205, 1, 4
mip9609, 1, 1
mip1881, 1, 4
mip414, 1, 3
mip1968, 1, 10
mip4818, 1, 10
mip3389, 1, 6
mip8792, 1, 10
mip7141, 1, 9
mip1394, 1, 9
mip4695, 1, 3
mip8970, 1, 5
mip8141, 1, 9
mip9065, 1, 10
mip8988, 1, 8
mip4618, 1, 10
mip9103, 1, 2
mip6962, 1, 5
mip6749, 1, 1
mip4701, 1, 10
mip8024, 1, 7
mip4155, 1, 1
mip1038, 1, 5
mip3126, 1, 1
mip9356, 1, 9
mip3031, 1, 9
mip2796, 1, 7
mip4275, 1, 2
mip4137, 1, 10
mip823, 1, 10
mip9348, 1, 10
mip9867, 1, 10
mip7997, 1, 9
mip4354, 1, 1
mip3883, 1, 8
mip1898, 1, 3
mip8106, 1, 2
mip9384, 1, 4
mip9068, 1, 9
mip975, 1, 1
mip8467, 1, 9
mip3221, 1, 6
mip8582, 1, 10
mip3716, 1, 3
mip9651, 1, 4
mip7131, 1, 2
mip3805, 1, 5
mip4145, 1, 8
mip2753, 1, 6
mip7296, 1, 7
mip3355, 1, 5
mip833, 1, 2
mip6946, 1, 10
mip4486, 1, 3
mip7481, 1, 3
mip2050, 1, 3
mip5005, 1, 5
mip1959, 1, 7
mip3866, 1, 7
mip4467, 1, 5
mip2626, 1, 9
mip4681, 1, 3
mip3275, 1, 9
mip6876, 1, 3
mip9362, 1, 6
mip9711, 1, 6
mip3701, 1, 3
mip7659, 1, 1
mip4601, 1, 3
mip8833, 1, 4
mip8308, 1, 3
mip3796, 1, 6
mip7415, 1, 10
mip9344, 1, 8
mip6715, 1, 5
mip7619, 1, 1
mip4608, 1, 7
mip3703, 1, 6
mip9788, 1, 9
mip7832, 1, 4
mip7298, 1, 9
mip9562, 1, 7
mip7249, 1, 10
mip7723, 1, 8
mip9689, 1, 6
mip3658, 1, 4
mip4167, 1, 10
mip9577, 1, 3
mip9587, 1, 8
mip9032, 1, 10
mip8659, 1, 7
mip3369, 1, 3
mip9670, 1, 7
mip3280, 1, 4
mip8270, 1, 7
mip7999, 1, 10
mip7601, 1, 6
mip2650, 1, 6
mip6399, 1, 1
mip8361, 1, 3
mip3913, 1, 1
mip3432, 1, 9
mip628, 1, 10
mip3595, 1, 7
mip4588, 1, 10
mip9438, 1, 9
mip3403, 1, 8
mip3580, 1, 7
mip3603, 1, 5
mip8457, 1, 3
mip6367, 1, 5
mip7252, 1, 10
mip8187, 1, 1
mip6684, 1, 1
mip2656, 1, 2
mip5003, 1, 9
mip3408, 1, 5
mip4826, 1, 9
mip9265, 1, 8
mip6974, 1, 4
mip4018, 1, 8
mip3732, 1, 6
mip6896, 1, 7
mip9896, 1, 5
mip5621, 1, 1
